,DateTime,FolderPath,FileName
52,2020-06-18 11:22:13,/content/bkk_radar_images_1/,1592479333.png
53,2020-06-18 11:27:14,/content/bkk_radar_images_1/,1592479634.png
54,2020-06-18 11:32:16,/content/bkk_radar_images_1/,1592479936.png
55,2020-06-18 11:37:17,/content/bkk_radar_images_1/,1592480237.png
56,2020-06-18 11:42:18,/content/bkk_radar_images_1/,1592480538.png
57,2020-06-18 11:47:21,/content/bkk_radar_images_1/,1592480841.png
58,2020-06-18 11:52:23,/content/bkk_radar_images_1/,1592481143.png
59,2020-06-18 11:57:24,/content/bkk_radar_images_1/,1592481444.png
60,2020-06-18 12:02:26,/content/bkk_radar_images_1/,1592481746.png
61,2020-06-18 12:07:27,/content/bkk_radar_images_1/,1592482047.png
62,2020-06-18 12:12:29,/content/bkk_radar_images_1/,1592482349.png
63,2020-06-18 12:17:30,/content/bkk_radar_images_1/,1592482650.png
64,2020-06-18 12:22:31,/content/bkk_radar_images_1/,1592482951.png
65,2020-06-18 12:27:33,/content/bkk_radar_images_1/,1592483253.png
66,2020-06-18 12:32:37,/content/bkk_radar_images_1/,1592483557.png
67,2020-06-18 12:37:39,/content/bkk_radar_images_1/,1592483859.png
68,2020-06-18 12:42:40,/content/bkk_radar_images_1/,1592484160.png
69,2020-06-18 12:52:44,/content/bkk_radar_images_1/,1592484764.png
70,2020-06-18 12:57:45,/content/bkk_radar_images_1/,1592485065.png
71,2020-06-18 13:02:49,/content/bkk_radar_images_1/,1592485369.png
72,2020-06-18 13:07:50,/content/bkk_radar_images_1/,1592485670.png
73,2020-06-18 13:12:52,/content/bkk_radar_images_1/,1592485972.png
74,2020-06-18 13:17:54,/content/bkk_radar_images_1/,1592486274.png
75,2020-06-18 13:27:56,/content/bkk_radar_images_1/,1592486876.png
76,2020-06-18 13:32:58,/content/bkk_radar_images_1/,1592487178.png
77,2020-06-18 13:38:00,/content/bkk_radar_images_1/,1592487480.png
78,2020-06-18 13:43:01,/content/bkk_radar_images_1/,1592487781.png
79,2020-06-18 13:48:03,/content/bkk_radar_images_1/,1592488083.png
80,2020-06-18 13:58:06,/content/bkk_radar_images_1/,1592488686.png
81,2020-06-18 14:03:08,/content/bkk_radar_images_1/,1592488988.png
82,2020-06-18 14:08:10,/content/bkk_radar_images_1/,1592489290.png
83,2020-06-18 14:13:12,/content/bkk_radar_images_1/,1592489592.png
84,2020-06-18 14:18:14,/content/bkk_radar_images_1/,1592489894.png
85,2020-06-18 14:28:17,/content/bkk_radar_images_1/,1592490497.png
86,2020-06-18 14:33:18,/content/bkk_radar_images_1/,1592490798.png
87,2020-06-18 14:38:20,/content/bkk_radar_images_1/,1592491100.png
88,2020-06-18 14:43:21,/content/bkk_radar_images_1/,1592491401.png
89,2020-06-18 14:48:24,/content/bkk_radar_images_1/,1592491704.png
90,2020-06-18 14:58:27,/content/bkk_radar_images_1/,1592492307.png
91,2020-06-18 15:03:29,/content/bkk_radar_images_1/,1592492609.png
92,2020-06-18 15:08:30,/content/bkk_radar_images_1/,1592492910.png
93,2020-06-18 15:13:32,/content/bkk_radar_images_1/,1592493212.png
94,2020-06-18 15:18:34,/content/bkk_radar_images_1/,1592493514.png
95,2020-06-18 15:28:37,/content/bkk_radar_images_1/,1592494117.png
96,2020-06-18 15:33:39,/content/bkk_radar_images_1/,1592494419.png
97,2020-06-18 15:38:43,/content/bkk_radar_images_1/,1592494723.png
98,2020-06-18 15:48:33,/content/bkk_radar_images_1/,1592495313.png
99,2020-06-18 15:58:39,/content/bkk_radar_images_1/,1592495919.png
100,2020-06-18 16:03:43,/content/bkk_radar_images_1/,1592496223.png
101,2020-06-18 16:08:45,/content/bkk_radar_images_1/,1592496525.png
102,2020-06-18 16:13:47,/content/bkk_radar_images_1/,1592496827.png
103,2020-06-18 16:18:48,/content/bkk_radar_images_1/,1592497128.png
104,2020-06-18 16:23:51,/content/bkk_radar_images_1/,1592497431.png
105,2020-06-18 16:28:53,/content/bkk_radar_images_1/,1592497733.png
106,2020-06-18 16:33:54,/content/bkk_radar_images_1/,1592498034.png
107,2020-06-18 16:38:56,/content/bkk_radar_images_1/,1592498336.png
108,2020-06-18 16:43:58,/content/bkk_radar_images_1/,1592498638.png
109,2020-06-18 16:49:01,/content/bkk_radar_images_1/,1592498941.png
110,2020-06-18 16:54:02,/content/bkk_radar_images_1/,1592499242.png
111,2020-06-18 16:59:04,/content/bkk_radar_images_1/,1592499544.png
112,2020-06-18 17:04:06,/content/bkk_radar_images_1/,1592499846.png
113,2020-06-18 17:09:08,/content/bkk_radar_images_1/,1592500148.png
114,2020-06-18 17:14:10,/content/bkk_radar_images_1/,1592500450.png
115,2020-06-18 17:19:12,/content/bkk_radar_images_1/,1592500752.png
116,2020-06-18 17:24:14,/content/bkk_radar_images_1/,1592501054.png
117,2020-06-18 17:29:16,/content/bkk_radar_images_1/,1592501356.png
118,2020-06-18 17:34:18,/content/bkk_radar_images_1/,1592501658.png
119,2020-06-18 17:39:21,/content/bkk_radar_images_1/,1592501961.png
120,2020-06-18 17:44:22,/content/bkk_radar_images_1/,1592502262.png
121,2020-06-18 17:49:24,/content/bkk_radar_images_1/,1592502564.png
122,2020-06-18 17:54:26,/content/bkk_radar_images_1/,1592502866.png
123,2020-06-18 17:59:28,/content/bkk_radar_images_1/,1592503168.png
124,2020-06-18 18:04:30,/content/bkk_radar_images_1/,1592503470.png
125,2020-06-18 18:09:32,/content/bkk_radar_images_1/,1592503772.png
126,2020-06-18 18:14:34,/content/bkk_radar_images_1/,1592504074.png
127,2020-06-18 18:19:36,/content/bkk_radar_images_1/,1592504376.png
128,2020-06-18 18:24:38,/content/bkk_radar_images_1/,1592504678.png
129,2020-06-18 18:29:40,/content/bkk_radar_images_1/,1592504980.png
130,2020-06-18 18:34:42,/content/bkk_radar_images_1/,1592505282.png
131,2020-06-18 18:39:44,/content/bkk_radar_images_1/,1592505584.png
132,2020-06-18 18:44:46,/content/bkk_radar_images_1/,1592505886.png
133,2020-06-18 18:49:48,/content/bkk_radar_images_1/,1592506188.png
134,2020-06-18 18:54:51,/content/bkk_radar_images_1/,1592506491.png
135,2020-06-18 18:59:52,/content/bkk_radar_images_1/,1592506792.png
136,2020-06-18 19:04:55,/content/bkk_radar_images_1/,1592507095.png
137,2020-06-18 19:09:57,/content/bkk_radar_images_1/,1592507397.png
138,2020-06-18 19:15:00,/content/bkk_radar_images_1/,1592507700.png
139,2020-06-18 19:20:02,/content/bkk_radar_images_1/,1592508002.png
140,2020-06-18 19:25:04,/content/bkk_radar_images_1/,1592508304.png
141,2020-06-18 19:30:07,/content/bkk_radar_images_1/,1592508607.png
142,2020-06-18 19:35:09,/content/bkk_radar_images_1/,1592508909.png
143,2020-06-18 19:40:11,/content/bkk_radar_images_1/,1592509211.png
144,2020-06-18 19:45:13,/content/bkk_radar_images_1/,1592509513.png
145,2020-06-18 19:50:16,/content/bkk_radar_images_1/,1592509816.png
146,2020-06-18 19:55:23,/content/bkk_radar_images_1/,1592510123.png
147,2020-06-18 20:00:25,/content/bkk_radar_images_1/,1592510425.png
148,2020-06-18 20:05:27,/content/bkk_radar_images_1/,1592510727.png
149,2020-06-18 20:10:34,/content/bkk_radar_images_1/,1592511034.png
150,2020-06-18 20:15:37,/content/bkk_radar_images_1/,1592511337.png
151,2020-06-18 20:20:39,/content/bkk_radar_images_1/,1592511639.png
152,2020-06-18 20:25:41,/content/bkk_radar_images_1/,1592511941.png
153,2020-06-18 20:30:44,/content/bkk_radar_images_1/,1592512244.png
154,2020-06-18 20:35:46,/content/bkk_radar_images_1/,1592512546.png
155,2020-06-18 20:40:51,/content/bkk_radar_images_1/,1592512851.png
156,2020-06-18 20:45:54,/content/bkk_radar_images_1/,1592513154.png
157,2020-06-18 20:50:56,/content/bkk_radar_images_1/,1592513456.png
158,2020-06-18 20:55:58,/content/bkk_radar_images_1/,1592513758.png
159,2020-06-18 21:01:00,/content/bkk_radar_images_1/,1592514060.png
160,2020-06-18 21:06:02,/content/bkk_radar_images_1/,1592514362.png
161,2020-06-18 21:11:04,/content/bkk_radar_images_1/,1592514664.png
162,2020-06-18 21:16:07,/content/bkk_radar_images_1/,1592514967.png
163,2020-06-18 21:21:09,/content/bkk_radar_images_1/,1592515269.png
164,2020-06-18 21:26:11,/content/bkk_radar_images_1/,1592515571.png
165,2020-06-18 21:31:14,/content/bkk_radar_images_1/,1592515874.png
166,2020-06-18 21:36:22,/content/bkk_radar_images_1/,1592516182.png
167,2020-06-18 21:41:24,/content/bkk_radar_images_1/,1592516484.png
168,2020-06-18 21:46:27,/content/bkk_radar_images_1/,1592516787.png
169,2020-06-18 21:51:29,/content/bkk_radar_images_1/,1592517089.png
170,2020-06-18 21:56:31,/content/bkk_radar_images_1/,1592517391.png
171,2020-06-18 22:01:33,/content/bkk_radar_images_1/,1592517693.png
172,2020-06-18 22:06:36,/content/bkk_radar_images_1/,1592517996.png
173,2020-06-18 22:11:39,/content/bkk_radar_images_1/,1592518299.png
174,2020-06-18 22:16:42,/content/bkk_radar_images_1/,1592518602.png
175,2020-06-18 22:21:44,/content/bkk_radar_images_1/,1592518904.png
176,2020-06-18 22:25:30,/content/bkk_radar_images_1/,1592519130.png
177,2020-06-18 22:30:44,/content/bkk_radar_images_1/,1592519444.png
178,2020-06-18 22:35:47,/content/bkk_radar_images_1/,1592519747.png
179,2020-06-18 22:40:49,/content/bkk_radar_images_1/,1592520049.png
180,2020-06-18 22:45:51,/content/bkk_radar_images_1/,1592520351.png
181,2020-06-18 22:50:52,/content/bkk_radar_images_1/,1592520652.png
182,2020-06-18 22:56:06,/content/bkk_radar_images_1/,1592520966.png
183,2020-06-18 23:01:08,/content/bkk_radar_images_1/,1592521268.png
184,2020-06-18 23:06:11,/content/bkk_radar_images_1/,1592521571.png
185,2020-06-18 23:11:13,/content/bkk_radar_images_1/,1592521873.png
186,2020-06-18 23:16:15,/content/bkk_radar_images_1/,1592522175.png
187,2020-06-18 23:21:18,/content/bkk_radar_images_1/,1592522478.png
188,2020-06-18 23:26:20,/content/bkk_radar_images_1/,1592522780.png
189,2020-06-18 23:31:26,/content/bkk_radar_images_1/,1592523086.png
190,2020-06-18 23:36:28,/content/bkk_radar_images_1/,1592523388.png
191,2020-06-18 23:41:30,/content/bkk_radar_images_1/,1592523690.png
192,2020-06-18 23:46:36,/content/bkk_radar_images_1/,1592523996.png
193,2020-06-18 23:51:38,/content/bkk_radar_images_1/,1592524298.png
194,2020-06-18 23:56:43,/content/bkk_radar_images_1/,1592524603.png
195,2020-06-19 00:01:32,/content/bkk_radar_images_1/,1592524892.png
196,2020-06-19 00:01:45,/content/bkk_radar_images_1/,1592524905.png
197,2020-06-19 00:06:36,/content/bkk_radar_images_1/,1592525196.png
198,2020-06-19 00:11:40,/content/bkk_radar_images_1/,1592525500.png
199,2020-06-19 00:31:34,/content/bkk_radar_images_1/,1592526694.png
200,2020-06-19 00:36:48,/content/bkk_radar_images_1/,1592527008.png
201,2020-06-19 00:41:32,/content/bkk_radar_images_1/,1592527292.png
202,2020-06-19 00:46:46,/content/bkk_radar_images_1/,1592527606.png
203,2020-06-19 00:51:40,/content/bkk_radar_images_1/,1592527900.png
204,2020-06-19 01:06:34,/content/bkk_radar_images_1/,1592528794.png
205,2020-06-19 01:11:40,/content/bkk_radar_images_1/,1592529100.png
206,2020-06-19 01:16:44,/content/bkk_radar_images_1/,1592529404.png
207,2020-06-19 01:21:38,/content/bkk_radar_images_1/,1592529698.png
208,2020-06-19 01:26:42,/content/bkk_radar_images_1/,1592530002.png
209,2020-06-19 01:31:36,/content/bkk_radar_images_1/,1592530296.png
210,2020-06-19 01:36:40,/content/bkk_radar_images_1/,1592530600.png
211,2020-06-19 01:41:36,/content/bkk_radar_images_1/,1592530896.png
212,2020-06-19 01:46:30,/content/bkk_radar_images_1/,1592531190.png
213,2020-06-19 01:51:34,/content/bkk_radar_images_1/,1592531494.png
214,2020-06-19 01:56:38,/content/bkk_radar_images_1/,1592531798.png
215,2020-06-19 02:01:32,/content/bkk_radar_images_1/,1592532092.png
216,2020-06-19 02:06:36,/content/bkk_radar_images_1/,1592532396.png
217,2020-06-19 02:11:32,/content/bkk_radar_images_1/,1592532692.png
218,2020-06-19 02:16:38,/content/bkk_radar_images_1/,1592532998.png
219,2020-06-19 02:21:32,/content/bkk_radar_images_1/,1592533292.png
220,2020-06-19 02:26:36,/content/bkk_radar_images_1/,1592533596.png
221,2020-06-19 02:31:32,/content/bkk_radar_images_1/,1592533892.png
222,2020-06-19 02:36:36,/content/bkk_radar_images_1/,1592534196.png
223,2020-06-19 02:41:38,/content/bkk_radar_images_1/,1592534498.png
224,2020-06-19 02:46:32,/content/bkk_radar_images_1/,1592534792.png
225,2020-06-19 02:51:38,/content/bkk_radar_images_1/,1592535098.png
226,2020-06-19 02:56:34,/content/bkk_radar_images_1/,1592535394.png
227,2020-06-19 03:01:36,/content/bkk_radar_images_1/,1592535696.png
228,2020-06-19 03:06:40,/content/bkk_radar_images_1/,1592536000.png
229,2020-06-19 03:11:38,/content/bkk_radar_images_1/,1592536298.png
230,2020-06-19 03:16:32,/content/bkk_radar_images_1/,1592536592.png
231,2020-06-19 03:21:38,/content/bkk_radar_images_1/,1592536898.png
232,2020-06-19 03:26:42,/content/bkk_radar_images_1/,1592537202.png
233,2020-06-19 03:31:36,/content/bkk_radar_images_1/,1592537496.png
234,2020-06-19 03:36:42,/content/bkk_radar_images_1/,1592537802.png
235,2020-06-19 03:41:40,/content/bkk_radar_images_1/,1592538100.png
236,2020-06-19 03:46:44,/content/bkk_radar_images_1/,1592538404.png
237,2020-06-19 03:51:38,/content/bkk_radar_images_1/,1592538698.png
238,2020-06-19 03:56:42,/content/bkk_radar_images_1/,1592539002.png
239,2020-06-19 04:01:36,/content/bkk_radar_images_1/,1592539296.png
240,2020-06-19 04:06:30,/content/bkk_radar_images_1/,1592539590.png
241,2020-06-19 04:11:34,/content/bkk_radar_images_1/,1592539894.png
242,2020-06-19 04:16:36,/content/bkk_radar_images_1/,1592540196.png
243,2020-06-19 04:21:40,/content/bkk_radar_images_1/,1592540500.png
244,2020-06-19 04:26:44,/content/bkk_radar_images_1/,1592540804.png
245,2020-06-19 04:31:38,/content/bkk_radar_images_1/,1592541098.png
246,2020-06-19 04:36:42,/content/bkk_radar_images_1/,1592541402.png
247,2020-06-19 04:41:36,/content/bkk_radar_images_1/,1592541696.png
248,2020-06-19 04:46:40,/content/bkk_radar_images_1/,1592542000.png
249,2020-06-19 04:51:44,/content/bkk_radar_images_1/,1592542304.png
250,2020-06-19 04:56:38,/content/bkk_radar_images_1/,1592542598.png
251,2020-06-19 05:01:46,/content/bkk_radar_images_1/,1592542906.png
252,2020-06-19 05:06:38,/content/bkk_radar_images_1/,1592543198.png
253,2020-06-19 05:11:42,/content/bkk_radar_images_1/,1592543502.png
254,2020-06-19 05:16:36,/content/bkk_radar_images_1/,1592543796.png
255,2020-06-19 05:21:40,/content/bkk_radar_images_1/,1592544100.png
256,2020-06-19 05:26:36,/content/bkk_radar_images_1/,1592544396.png
257,2020-06-19 05:31:40,/content/bkk_radar_images_1/,1592544700.png
258,2020-06-19 05:36:44,/content/bkk_radar_images_1/,1592545004.png
259,2020-06-19 05:41:40,/content/bkk_radar_images_1/,1592545300.png
260,2020-06-19 05:46:44,/content/bkk_radar_images_1/,1592545604.png
261,2020-06-19 05:51:38,/content/bkk_radar_images_1/,1592545898.png
262,2020-06-19 05:56:42,/content/bkk_radar_images_1/,1592546202.png
263,2020-06-19 06:01:36,/content/bkk_radar_images_1/,1592546496.png
264,2020-06-19 06:06:42,/content/bkk_radar_images_1/,1592546802.png
265,2020-06-19 06:11:38,/content/bkk_radar_images_1/,1592547098.png
266,2020-06-19 06:16:32,/content/bkk_radar_images_1/,1592547392.png
267,2020-06-19 06:21:40,/content/bkk_radar_images_1/,1592547700.png
268,2020-06-19 06:26:32,/content/bkk_radar_images_1/,1592547992.png
269,2020-06-19 06:31:38,/content/bkk_radar_images_1/,1592548298.png
270,2020-06-19 06:36:32,/content/bkk_radar_images_1/,1592548592.png
271,2020-06-19 06:41:36,/content/bkk_radar_images_1/,1592548896.png
272,2020-06-19 06:46:30,/content/bkk_radar_images_1/,1592549190.png
273,2020-06-19 06:51:34,/content/bkk_radar_images_1/,1592549494.png
274,2020-06-19 06:56:40,/content/bkk_radar_images_1/,1592549800.png
275,2020-06-19 07:01:34,/content/bkk_radar_images_1/,1592550094.png
276,2020-06-19 07:06:38,/content/bkk_radar_images_1/,1592550398.png
277,2020-06-19 08:06:32,/content/bkk_radar_images_1/,1592553992.png
278,2020-06-19 08:11:30,/content/bkk_radar_images_1/,1592554290.png
279,2020-06-19 08:16:34,/content/bkk_radar_images_1/,1592554594.png
280,2020-06-19 08:21:36,/content/bkk_radar_images_1/,1592554896.png
281,2020-06-19 09:01:30,/content/bkk_radar_images_1/,1592557290.png
282,2020-06-19 09:41:38,/content/bkk_radar_images_1/,1592559698.png
283,2020-06-19 09:46:32,/content/bkk_radar_images_1/,1592559992.png
284,2020-06-19 10:06:46,/content/bkk_radar_images_1/,1592561206.png
285,2020-06-19 10:31:40,/content/bkk_radar_images_1/,1592562700.png
286,2020-06-19 10:36:38,/content/bkk_radar_images_1/,1592562998.png
287,2020-06-19 10:41:44,/content/bkk_radar_images_1/,1592563304.png
288,2020-06-19 10:46:38,/content/bkk_radar_images_1/,1592563598.png
289,2020-06-19 11:01:38,/content/bkk_radar_images_1/,1592564498.png
290,2020-06-19 11:06:36,/content/bkk_radar_images_1/,1592564796.png
291,2020-06-19 11:11:34,/content/bkk_radar_images_1/,1592565094.png
292,2020-06-19 11:16:40,/content/bkk_radar_images_1/,1592565400.png
293,2020-06-19 11:21:36,/content/bkk_radar_images_1/,1592565696.png
294,2020-06-19 11:26:42,/content/bkk_radar_images_1/,1592566002.png
295,2020-06-19 11:31:48,/content/bkk_radar_images_1/,1592566308.png
296,2020-06-19 11:36:34,/content/bkk_radar_images_1/,1592566594.png
297,2020-06-19 11:41:40,/content/bkk_radar_images_1/,1592566900.png
298,2020-06-19 11:51:44,/content/bkk_radar_images_1/,1592567504.png
299,2020-06-19 11:56:40,/content/bkk_radar_images_1/,1592567800.png
300,2020-06-19 12:01:46,/content/bkk_radar_images_1/,1592568106.png
301,2020-06-19 12:06:42,/content/bkk_radar_images_1/,1592568402.png
302,2020-06-19 12:26:48,/content/bkk_radar_images_1/,1592569608.png
303,2020-06-19 12:31:42,/content/bkk_radar_images_1/,1592569902.png
304,2020-06-19 12:36:40,/content/bkk_radar_images_1/,1592570200.png
305,2020-06-19 12:56:44,/content/bkk_radar_images_1/,1592571404.png
306,2020-06-19 13:01:40,/content/bkk_radar_images_1/,1592571700.png
307,2020-06-19 13:06:38,/content/bkk_radar_images_1/,1592571998.png
308,2020-06-19 13:11:44,/content/bkk_radar_images_1/,1592572304.png
309,2020-06-19 13:16:40,/content/bkk_radar_images_1/,1592572600.png
310,2020-06-19 13:21:46,/content/bkk_radar_images_1/,1592572906.png
311,2020-06-19 13:26:40,/content/bkk_radar_images_1/,1592573200.png
312,2020-06-19 13:31:46,/content/bkk_radar_images_1/,1592573506.png
313,2020-06-19 13:36:42,/content/bkk_radar_images_1/,1592573802.png
314,2020-06-19 13:41:38,/content/bkk_radar_images_1/,1592574098.png
315,2020-06-19 13:46:46,/content/bkk_radar_images_1/,1592574406.png
316,2020-06-19 13:51:44,/content/bkk_radar_images_1/,1592574704.png
317,2020-06-19 13:56:38,/content/bkk_radar_images_1/,1592574998.png
318,2020-06-19 14:01:48,/content/bkk_radar_images_1/,1592575308.png
319,2020-06-19 14:06:44,/content/bkk_radar_images_1/,1592575604.png
320,2020-06-19 14:11:38,/content/bkk_radar_images_1/,1592575898.png
321,2020-06-19 14:16:34,/content/bkk_radar_images_1/,1592576194.png
322,2020-06-19 14:21:42,/content/bkk_radar_images_1/,1592576502.png
323,2020-06-19 14:26:36,/content/bkk_radar_images_1/,1592576796.png
324,2020-06-19 14:31:32,/content/bkk_radar_images_1/,1592577092.png
325,2020-06-19 14:36:38,/content/bkk_radar_images_1/,1592577398.png
326,2020-06-19 14:41:34,/content/bkk_radar_images_1/,1592577694.png
327,2020-06-19 14:46:40,/content/bkk_radar_images_1/,1592578000.png
328,2020-06-19 14:51:36,/content/bkk_radar_images_1/,1592578296.png
329,2020-06-19 14:56:32,/content/bkk_radar_images_1/,1592578592.png
330,2020-06-19 15:01:40,/content/bkk_radar_images_1/,1592578900.png
331,2020-06-19 15:06:38,/content/bkk_radar_images_1/,1592579198.png
332,2020-06-19 15:11:34,/content/bkk_radar_images_1/,1592579494.png
333,2020-06-19 15:16:40,/content/bkk_radar_images_1/,1592579800.png
334,2020-06-19 15:21:36,/content/bkk_radar_images_1/,1592580096.png
335,2020-06-19 15:26:38,/content/bkk_radar_images_1/,1592580398.png
336,2020-06-19 15:31:34,/content/bkk_radar_images_1/,1592580694.png
337,2020-06-19 15:36:40,/content/bkk_radar_images_1/,1592581000.png
338,2020-06-19 15:41:36,/content/bkk_radar_images_1/,1592581296.png
339,2020-06-19 15:46:42,/content/bkk_radar_images_1/,1592581602.png
340,2020-06-19 15:51:40,/content/bkk_radar_images_1/,1592581900.png
341,2020-06-19 15:56:34,/content/bkk_radar_images_1/,1592582194.png
342,2020-06-19 16:01:40,/content/bkk_radar_images_1/,1592582500.png
343,2020-06-19 16:06:40,/content/bkk_radar_images_1/,1592582800.png
344,2020-06-19 16:11:36,/content/bkk_radar_images_1/,1592583096.png
345,2020-06-19 16:16:30,/content/bkk_radar_images_1/,1592583390.png
346,2020-06-19 16:21:36,/content/bkk_radar_images_1/,1592583696.png
347,2020-06-19 16:26:42,/content/bkk_radar_images_1/,1592584002.png
348,2020-06-19 16:31:38,/content/bkk_radar_images_1/,1592584298.png
349,2020-06-19 16:36:34,/content/bkk_radar_images_1/,1592584594.png
350,2020-06-19 16:41:44,/content/bkk_radar_images_1/,1592584904.png
351,2020-06-19 16:46:38,/content/bkk_radar_images_1/,1592585198.png
352,2020-06-19 16:51:36,/content/bkk_radar_images_1/,1592585496.png
353,2020-06-19 16:56:40,/content/bkk_radar_images_1/,1592585800.png
354,2020-06-19 17:01:36,/content/bkk_radar_images_1/,1592586096.png
355,2020-06-19 17:06:42,/content/bkk_radar_images_1/,1592586402.png
356,2020-06-19 17:11:38,/content/bkk_radar_images_1/,1592586698.png
357,2020-06-19 17:16:36,/content/bkk_radar_images_1/,1592586996.png
358,2020-06-19 17:21:44,/content/bkk_radar_images_1/,1592587304.png
359,2020-06-19 17:26:40,/content/bkk_radar_images_1/,1592587600.png
360,2020-06-19 17:31:36,/content/bkk_radar_images_1/,1592587896.png
361,2020-06-19 17:36:40,/content/bkk_radar_images_1/,1592588200.png
362,2020-06-19 17:41:36,/content/bkk_radar_images_1/,1592588496.png
363,2020-06-19 17:46:44,/content/bkk_radar_images_1/,1592588804.png
364,2020-06-19 17:51:42,/content/bkk_radar_images_1/,1592589102.png
365,2020-06-19 17:56:38,/content/bkk_radar_images_1/,1592589398.png
366,2020-06-19 18:01:34,/content/bkk_radar_images_1/,1592589694.png
367,2020-06-19 18:06:40,/content/bkk_radar_images_1/,1592590000.png
368,2020-06-19 18:11:38,/content/bkk_radar_images_1/,1592590298.png
369,2020-06-19 18:16:34,/content/bkk_radar_images_1/,1592590594.png
370,2020-06-19 18:21:40,/content/bkk_radar_images_1/,1592590900.png
371,2020-06-19 18:26:36,/content/bkk_radar_images_1/,1592591196.png
372,2020-06-19 18:31:44,/content/bkk_radar_images_1/,1592591504.png
373,2020-06-19 18:36:40,/content/bkk_radar_images_1/,1592591800.png
374,2020-06-19 18:41:36,/content/bkk_radar_images_1/,1592592096.png
375,2020-06-19 18:46:42,/content/bkk_radar_images_1/,1592592402.png
376,2020-06-19 18:51:38,/content/bkk_radar_images_1/,1592592698.png
